model,cue_family,cue_group,cue_display,issue_id,n_pairs,base_liberal,base_neutral,base_conservative,cue_liberal,cue_neutral,cue_conservative,delta_liberal_pp,delta_neutral_pp,delta_conservative_pp
qwen,explicit_political,democrat,Democrat,CC25_326b,435,0.9103448275862069,0.08505747126436781,0.004597701149425287,0.9057471264367816,0.09425287356321839,0.0,-0.45977011494253706,0.9195402298850575,-0.45977011494252873
qwen,explicit_political,democrat,Democrat,CC25_326c,435,0.8528735632183908,0.1471264367816092,0.0,0.8988505747126436,0.10114942528735632,0.0,4.597701149425282,-4.597701149425287,0.0
qwen,explicit_political,democrat,Democrat,CC25_340d,435,0.5885057471264368,0.3839080459770115,0.027586206896551724,0.7103448275862069,0.26666666666666666,0.022988505747126436,12.18390804597701,-11.724137931034484,-0.45977011494252873
qwen,explicit_political,democrat,Democrat,CC25_343a,435,0.7908045977011494,0.18620689655172415,0.022988505747126436,0.8206896551724138,0.1724137931034483,0.006896551724137931,2.9885057471264354,-1.3793103448275863,-1.6091954022988506
qwen,explicit_political,democrat,Democrat,CC25_343b,435,0.7632183908045977,0.167816091954023,0.06896551724137931,0.7862068965517242,0.1632183908045977,0.05057471264367816,2.298850574712641,-0.45977011494252873,-1.839080459770115
qwen,explicit_political,democrat,Democrat,CC25_343c,435,0.8275862068965517,0.13793103448275862,0.034482758620689655,0.8183908045977012,0.14022988505747128,0.041379310344827586,-0.9195402298850519,0.22988505747126575,0.6896551724137931
qwen,explicit_political,democrat,Democrat,CC25_326d,435,0.5701149425287356,0.3931034482758621,0.0367816091954023,0.7402298850574712,0.2413793103448276,0.01839080459770115,17.01149425287356,-15.172413793103448,-1.839080459770115
qwen,explicit_political,democrat,Democrat,CC25_326e,435,0.5402298850574713,0.43448275862068964,0.02528735632183908,0.6896551724137931,0.30114942528735633,0.009195402298850575,14.942528735632187,-13.33333333333333,-1.6091954022988506
gemma,explicit_political,democrat,Democrat,CC25_324,433,0.3117782909930716,0.6836027713625866,0.004618937644341801,0.628175519630485,0.371824480369515,0.0,31.639722863741344,-31.177829099307164,-0.4618937644341801
gemma,explicit_political,democrat,Democrat,CC25_321a,434,0.16820276497695852,0.6774193548387096,0.1543778801843318,0.543778801843318,0.42626728110599077,0.029953917050691243,37.55760368663594,-25.115207373271886,-12.442396313364055
gemma,explicit_political,democrat,Democrat,CC25_321b,435,0.11264367816091954,0.774712643678161,0.11264367816091954,0.696551724137931,0.29195402298850576,0.011494252873563218,58.39080459770114,-48.275862068965516,-10.114942528735632
gemma,explicit_political,democrat,Democrat,CC25_321c,435,0.5103448275862069,0.4850574712643678,0.004597701149425287,0.8528735632183908,0.1471264367816092,0.0,34.25287356321839,-33.793103448275865,-0.45977011494252873
gemma,explicit_political,democrat,Democrat,CC25_323a,435,0.728735632183908,0.271264367816092,0.0,0.9448275862068966,0.05517241379310345,0.0,21.60919540229885,-21.60919540229885,0.0
gemma,explicit_political,democrat,Democrat,CC25_323b,435,0.5908045977011495,0.38850574712643676,0.020689655172413793,0.8758620689655172,0.11724137931034483,0.006896551724137931,28.505747126436777,-27.126436781609193,-1.3793103448275863
gemma,explicit_political,democrat,Democrat,CC25_323c,435,0.728735632183908,0.271264367816092,0.0,0.9195402298850575,0.08045977011494253,0.0,19.080459770114942,-19.080459770114942,0.0
gemma,explicit_political,democrat,Democrat,CC25_323d,435,0.8597701149425288,0.14022988505747128,0.0,0.9724137931034482,0.027586206896551724,0.0,11.264367816091948,-11.264367816091955,0.0
gemma,explicit_political,democrat,Democrat,CC25_321d,435,0.6413793103448275,0.3264367816091954,0.03218390804597701,0.9471264367816092,0.04597701149425287,0.006896551724137931,30.57471264367817,-28.045977011494255,-2.528735632183908
gemma,explicit_political,democrat,Democrat,CC25_321e,435,0.6045977011494252,0.3793103448275862,0.016091954022988506,0.8758620689655172,0.12413793103448276,0.0,27.126436781609197,-25.51724137931034,-1.6091954022988506
gemma,explicit_political,democrat,Democrat,CC25_326a,434,0.4009216589861751,0.5967741935483871,0.002304147465437788,0.8824884792626728,0.1175115207373272,0.0,48.15668202764977,-47.92626728110599,-0.2304147465437788
gemma,explicit_political,democrat,Democrat,CC25_326b,435,0.7080459770114943,0.2827586206896552,0.009195402298850575,0.9356321839080459,0.06436781609195402,0.0,22.758620689655164,-21.839080459770116,-0.9195402298850575
gemma,explicit_political,democrat,Democrat,CC25_326c,435,0.7425287356321839,0.2574712643678161,0.0,0.9471264367816092,0.052873563218390804,0.0,20.459770114942533,-20.459770114942526,0.0
gemma,explicit_political,democrat,Democrat,CC25_340d,435,0.7011494252873564,0.2620689655172414,0.0367816091954023,0.9747126436781609,0.020689655172413793,0.004597701149425287,27.356321839080454,-24.13793103448276,-3.218390804597701
gemma,explicit_political,democrat,Democrat,CC25_343a,435,0.5655172413793104,0.4,0.034482758620689655,0.8574712643678161,0.14022988505747128,0.0022988505747126436,29.19540229885057,-25.977011494252878,-3.218390804597701
gemma,explicit_political,democrat,Democrat,CC25_343b,435,0.5609195402298851,0.3103448275862069,0.12873563218390804,0.8091954022988506,0.11264367816091954,0.07816091954022988,24.827586206896544,-19.77011494252874,-5.057471264367816
gemma,explicit_political,democrat,Democrat,CC25_343c,435,0.5747126436781609,0.23448275862068965,0.19080459770114944,0.7816091954022989,0.06436781609195402,0.15402298850574714,20.6896551724138,-17.011494252873565,-3.67816091954023
gemma,explicit_political,democrat,Democrat,CC25_326d,435,0.34942528735632183,0.4781609195402299,0.1724137931034483,0.7793103448275862,0.15402298850574714,0.06666666666666667,42.98850574712644,-32.41379310344827,-10.574712643678161
gemma,explicit_political,democrat,Democrat,CC25_326e,434,0.42626728110599077,0.5230414746543779,0.05069124423963134,0.7788018433179723,0.19815668202764977,0.02304147465437788,35.25345622119816,-32.48847926267281,-2.7649769585253456
llama,explicit_political,democrat,Democrat,CC25_324,435,0.41839080459770117,0.5770114942528736,0.004597701149425287,0.6482758620689655,0.3425287356321839,0.009195402298850575,22.988505747126432,-23.448275862068968,0.45977011494252873
llama,explicit_political,democrat,Democrat,CC25_321a,435,0.5149425287356322,0.4781609195402299,0.006896551724137931,0.7379310344827587,0.2620689655172414,0.0,22.29885057471265,-21.609195402298848,-0.6896551724137931
llama,explicit_political,democrat,Democrat,CC25_321b,433,0.07159353348729793,0.7852193995381063,0.14318706697459585,0.44341801385681295,0.5242494226327945,0.03233256351039261,37.182448036951506,-26.096997690531175,-11.085450346420323
llama,explicit_political,democrat,Democrat,CC25_321c,435,0.7172413793103448,0.2827586206896552,0.0,0.825287356321839,0.1724137931034483,0.0022988505747126436,10.80459770114942,-11.03448275862069,0.22988505747126436
llama,explicit_political,democrat,Democrat,CC25_323a,434,0.8894009216589862,0.11059907834101383,0.0,0.9285714285714286,0.07142857142857142,0.0,3.9170506912442393,-3.9170506912442407,0.0
llama,explicit_political,democrat,Democrat,CC25_323b,435,0.30344827586206896,0.5655172413793104,0.1310344827586207,0.5632183908045977,0.39770114942528734,0.03908045977011494,25.97701149425287,-16.781609195402304,-9.195402298850576
llama,explicit_political,democrat,Democrat,CC25_323c,435,0.6597701149425287,0.34022988505747126,0.0,0.8413793103448276,0.15862068965517243,0.0,18.16091954022989,-18.160919540229884,0.0
llama,explicit_political,democrat,Democrat,CC25_323d,434,0.9377880184331797,0.06221198156682028,0.0,0.9723502304147466,0.027649769585253458,0.0,3.4562211981566837,-3.4562211981566824,0.0
llama,explicit_political,democrat,Democrat,CC25_321d,435,0.47126436781609193,0.4413793103448276,0.08735632183908046,0.7080459770114943,0.27816091954022987,0.013793103448275862,23.678160919540236,-16.32183908045977,-7.35632183908046
llama,explicit_political,democrat,Democrat,CC25_321e,434,0.35714285714285715,0.5645161290322581,0.07834101382488479,0.543778801843318,0.4032258064516129,0.052995391705069124,18.66359447004608,-16.129032258064523,-2.5345622119815663
llama,explicit_political,democrat,Democrat,CC25_326a,435,0.7586206896551724,0.2413793103448276,0.0,0.8827586206896552,0.11724137931034483,0.0,12.413793103448278,-12.413793103448278,0.0
llama,explicit_political,democrat,Democrat,CC25_326b,435,0.8551724137931035,0.1425287356321839,0.0022988505747126436,0.9172413793103448,0.08045977011494253,0.0022988505747126436,6.206896551724128,-6.206896551724138,0.0
llama,explicit_political,democrat,Democrat,CC25_326c,435,0.8528735632183908,0.1471264367816092,0.0,0.9356321839080459,0.06436781609195402,0.0,8.275862068965512,-8.275862068965518,0.0
llama,explicit_political,democrat,Democrat,CC25_340d,435,0.4781609195402299,0.43908045977011495,0.08275862068965517,0.7264367816091954,0.2367816091954023,0.0367816091954023,24.827586206896555,-20.229885057471265,-4.597701149425287
llama,explicit_political,democrat,Democrat,CC25_343a,418,0.5454545454545454,0.41866028708133973,0.03588516746411483,0.7248803827751196,0.26555023923444976,0.009569377990430622,17.942583732057415,-15.311004784688997,-2.631578947368421
llama,explicit_political,democrat,Democrat,CC25_343b,435,0.5333333333333333,0.335632183908046,0.1310344827586207,0.5839080459770115,0.31494252873563217,0.10114942528735632,5.057471264367819,-2.0689655172413834,-2.988505747126438
llama,explicit_political,democrat,Democrat,CC25_343c,435,0.8620689655172413,0.12643678160919541,0.011494252873563218,0.9057471264367816,0.07126436781609195,0.022988505747126436,4.367816091954024,-5.517241379310346,1.1494252873563218
llama,explicit_political,democrat,Democrat,CC25_326d,434,0.6152073732718893,0.347926267281106,0.03686635944700461,0.8317972350230415,0.16820276497695852,0.0,21.658986175115214,-17.972350230414747,-3.686635944700461
llama,explicit_political,democrat,Democrat,CC25_326e,434,0.6866359447004609,0.30184331797235026,0.01152073732718894,0.7511520737327189,0.24193548387096775,0.0069124423963133645,6.451612903225801,-5.990783410138251,-0.4608294930875576
gpt56terra,explicit_political,democrat,Democrat,CC25_324,145,0.6344827586206897,0.36551724137931035,0.0,0.7724137931034483,0.22758620689655173,0.0,13.793103448275856,-13.793103448275861,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_321a,145,0.4689655172413793,0.5310344827586206,0.0,0.593103448275862,0.4068965517241379,0.0,12.413793103448272,-12.413793103448272,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_321b,145,0.33793103448275863,0.503448275862069,0.15862068965517243,0.5517241379310345,0.33793103448275863,0.1103448275862069,21.379310344827584,-16.551724137931036,-4.827586206896553
gpt56terra,explicit_political,democrat,Democrat,CC25_321c,145,0.8620689655172413,0.13793103448275862,0.0,0.8482758620689655,0.15172413793103448,0.0,-1.3793103448275779,1.3793103448275863,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_323a,145,0.8827586206896552,0.11724137931034483,0.0,0.896551724137931,0.10344827586206896,0.0,1.379310344827589,-1.3793103448275863,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_323b,145,0.10344827586206896,0.6551724137931034,0.2413793103448276,0.06896551724137931,0.6482758620689655,0.2827586206896552,-3.4482758620689653,-0.6896551724137945,4.137931034482759
gpt56terra,explicit_political,democrat,Democrat,CC25_323c,145,0.6482758620689655,0.35172413793103446,0.0,0.8,0.2,0.0,15.172413793103456,-15.172413793103445,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_323d,145,0.9586206896551724,0.041379310344827586,0.0,0.9655172413793104,0.034482758620689655,0.0,0.6896551724137945,-0.6896551724137931,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_321d,145,0.5793103448275863,0.38620689655172413,0.034482758620689655,0.6413793103448275,0.3448275862068966,0.013793103448275862,6.206896551724128,-4.137931034482756,-2.0689655172413794
gpt56terra,explicit_political,democrat,Democrat,CC25_321e,145,0.6896551724137931,0.2827586206896552,0.027586206896551724,0.7655172413793103,0.22758620689655173,0.006896551724137931,7.586206896551717,-5.517241379310345,-2.0689655172413794
gpt56terra,explicit_political,democrat,Democrat,CC25_326a,145,0.8896551724137931,0.1103448275862069,0.0,0.8827586206896552,0.11724137931034483,0.0,-0.6896551724137945,0.6896551724137931,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_326b,145,0.9241379310344827,0.07586206896551724,0.0,0.9172413793103448,0.08275862068965517,0.0,-0.6896551724137945,0.6896551724137931,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_326c,145,0.9310344827586207,0.06896551724137931,0.0,0.9310344827586207,0.06896551724137931,0.0,0.0,0.0,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_340d,145,0.6137931034482759,0.3724137931034483,0.013793103448275862,0.7517241379310344,0.22758620689655173,0.020689655172413793,13.793103448275856,-14.482758620689657,0.6896551724137931
gpt56terra,explicit_political,democrat,Democrat,CC25_343a,145,0.7448275862068966,0.2413793103448276,0.013793103448275862,0.8551724137931035,0.14482758620689656,0.0,11.03448275862069,-9.655172413793103,-1.3793103448275863
gpt56terra,explicit_political,democrat,Democrat,CC25_343b,145,0.7586206896551724,0.23448275862068965,0.006896551724137931,0.8482758620689655,0.15172413793103448,0.0,8.965517241379317,-8.275862068965518,-0.6896551724137931
gpt56terra,explicit_political,democrat,Democrat,CC25_343c,145,0.9241379310344827,0.07586206896551724,0.0,0.8896551724137931,0.1103448275862069,0.0,-3.4482758620689613,3.4482758620689653,0.0
gpt56terra,explicit_political,democrat,Democrat,CC25_326d,145,0.7241379310344828,0.2689655172413793,0.006896551724137931,0.8137931034482758,0.18620689655172415,0.0,8.965517241379306,-8.275862068965514,-0.6896551724137931
gpt56terra,explicit_political,democrat,Democrat,CC25_326e,144,0.6527777777777778,0.3472222222222222,0.0,0.75,0.25,0.0,9.722222222222221,-9.722222222222221,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_323a,145,0.7241379310344828,0.27586206896551724,0.0,0.7517241379310344,0.2482758620689655,0.0,2.758620689655167,-2.7586206896551726,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_321a,144,0.1527777777777778,0.7986111111111112,0.04861111111111111,0.2777777777777778,0.6944444444444444,0.027777777777777776,12.5,-10.416666666666675,-2.0833333333333335
sonnet5,explicit_political,democrat,Democrat,CC25_323d,144,0.8958333333333334,0.10416666666666667,0.0,0.9166666666666666,0.08333333333333333,0.0,2.083333333333326,-2.0833333333333344,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_324,143,0.21678321678321677,0.7832167832167832,0.0,0.34965034965034963,0.6503496503496503,0.0,13.286713286713287,-13.286713286713292,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_323c,143,0.36363636363636365,0.6293706293706294,0.006993006993006993,0.5384615384615384,0.46153846153846156,0.0,17.48251748251748,-16.78321678321678,-0.6993006993006993
sonnet5,explicit_political,democrat,Democrat,CC25_321c,145,0.5310344827586206,0.46206896551724136,0.006896551724137931,0.5793103448275863,0.4206896551724138,0.0,4.827586206896561,-4.137931034482756,-0.6896551724137931
sonnet5,explicit_political,democrat,Democrat,CC25_321b,145,0.06896551724137931,0.7655172413793103,0.16551724137931034,0.27586206896551724,0.6827586206896552,0.041379310344827586,20.689655172413794,-8.275862068965512,-12.413793103448276
sonnet5,explicit_political,democrat,Democrat,CC25_321d,144,0.4166666666666667,0.5347222222222222,0.04861111111111111,0.5694444444444444,0.4097222222222222,0.020833333333333332,15.277777777777773,-12.5,-2.777777777777778
sonnet5,explicit_political,democrat,Democrat,CC25_323b,144,0.2361111111111111,0.7152777777777778,0.04861111111111111,0.3819444444444444,0.5972222222222222,0.020833333333333332,14.583333333333332,-11.805555555555557,-2.777777777777778
sonnet5,explicit_political,democrat,Democrat,CC25_326a,144,0.4444444444444444,0.5555555555555556,0.0,0.4722222222222222,0.5277777777777778,0.0,2.777777777777779,-2.777777777777779,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_321e,144,0.2638888888888889,0.6666666666666666,0.06944444444444445,0.3472222222222222,0.6319444444444444,0.020833333333333332,8.333333333333332,-3.472222222222221,-4.861111111111112
sonnet5,explicit_political,democrat,Democrat,CC25_326b,145,0.6758620689655173,0.32413793103448274,0.0,0.7586206896551724,0.2413793103448276,0.0,8.275862068965512,-8.275862068965514,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_326c,144,0.7152777777777778,0.2847222222222222,0.0,0.7361111111111112,0.2638888888888889,0.0,2.083333333333337,-2.0833333333333313,0.0
sonnet5,explicit_political,democrat,Democrat,CC25_343a,143,0.4125874125874126,0.5804195804195804,0.006993006993006993,0.3356643356643357,0.6503496503496503,0.013986013986013986,-7.6923076923076925,6.99300699300699,0.6993006993006993
sonnet5,explicit_political,democrat,Democrat,CC25_343b,145,0.2896551724137931,0.6137931034482759,0.09655172413793103,0.4827586206896552,0.503448275862069,0.013793103448275862,19.310344827586206,-11.03448275862069,-8.275862068965518
sonnet5,explicit_political,democrat,Democrat,CC25_340d,145,0.5448275862068965,0.42758620689655175,0.027586206896551724,0.6689655172413793,0.3310344827586207,0.0,12.413793103448278,-9.655172413793107,-2.7586206896551726
sonnet5,explicit_political,democrat,Democrat,CC25_343c,144,0.5416666666666666,0.4375,0.020833333333333332,0.5208333333333334,0.4513888888888889,0.027777777777777776,-2.083333333333326,1.3888888888888895,0.6944444444444444
sonnet5,explicit_political,democrat,Democrat,CC25_326d,144,0.2986111111111111,0.6458333333333334,0.05555555555555555,0.5138888888888888,0.4861111111111111,0.0,21.527777777777775,-15.972222222222227,-5.555555555555555
sonnet5,explicit_political,democrat,Democrat,CC25_326e,144,0.2222222222222222,0.6597222222222222,0.11805555555555555,0.3958333333333333,0.5833333333333334,0.020833333333333332,17.36111111111111,-7.638888888888884,-9.722222222222223
qwen,explicit_political,republican,Republican,CC25_324,435,0.4160919540229885,0.5816091954022988,0.0022988505747126436,0.04367816091954023,0.6183908045977011,0.33793103448275863,-37.241379310344826,3.67816091954023,33.5632183908046
qwen,explicit_political,republican,Republican,CC25_321a,435,0.12183908045977011,0.8114942528735632,0.06666666666666667,0.006896551724137931,0.5287356321839081,0.46436781609195404,-11.494252873563218,-28.27586206896552,39.77011494252874
qwen,explicit_political,republican,Republican,CC25_321b,435,0.12873563218390804,0.774712643678161,0.09655172413793103,0.0022988505747126436,0.36091954022988504,0.6367816091954023,-12.643678160919542,-41.379310344827594,54.02298850574713
qwen,explicit_political,republican,Republican,CC25_321c,435,0.5793103448275863,0.41379310344827586,0.006896551724137931,0.2413793103448276,0.4689655172413793,0.2896551724137931,-33.793103448275865,5.517241379310345,28.27586206896552
qwen,explicit_political,republican,Republican,CC25_323a,435,0.8505747126436781,0.14942528735632185,0.0,0.542528735632184,0.3310344827586207,0.12643678160919541,-30.804597701149415,18.160919540229884,12.643678160919542
qwen,explicit_political,republican,Republican,CC25_323b,435,0.47586206896551725,0.4804597701149425,0.04367816091954023,0.03908045977011494,0.3264367816091954,0.6344827586206897,-43.67816091954023,-15.402298850574708,59.08045977011495
qwen,explicit_political,republican,Republican,CC25_323c,435,0.6574712643678161,0.34022988505747126,0.0022988505747126436,0.1310344827586207,0.6482758620689655,0.2206896551724138,-52.643678160919535,30.804597701149422,21.839080459770116
qwen,explicit_political,republican,Republican,CC25_323d,435,0.9517241379310345,0.04827586206896552,0.0,0.7586206896551724,0.15862068965517243,0.08275862068965517,-19.310344827586214,11.03448275862069,8.275862068965518
qwen,explicit_political,republican,Republican,CC25_321d,435,0.825287356321839,0.14022988505747128,0.034482758620689655,0.22988505747126436,0.2735632183908046,0.496551724137931,-59.54022988505747,13.333333333333334,46.206896551724135
qwen,explicit_political,republican,Republican,CC25_321e,435,0.6873563218390805,0.2689655172413793,0.04367816091954023,0.07816091954022988,0.35172413793103446,0.5701149425287356,-60.91954022988506,8.275862068965518,52.643678160919535
qwen,explicit_political,republican,Republican,CC25_326a,435,0.7011494252873564,0.2988505747126437,0.0,0.052873563218390804,0.3103448275862069,0.6367816091954023,-64.82758620689656,1.1494252873563204,63.678160919540225
qwen,explicit_political,republican,Republican,CC25_326b,435,0.9103448275862069,0.08505747126436781,0.004597701149425287,0.14022988505747128,0.27816091954022987,0.5816091954022988,-77.01149425287358,19.310344827586206,57.701149425287355
qwen,explicit_political,republican,Republican,CC25_326c,435,0.8528735632183908,0.1471264367816092,0.0,0.34942528735632183,0.24597701149425288,0.4045977011494253,-50.3448275862069,9.88505747126437,40.45977011494253
qwen,explicit_political,republican,Republican,CC25_340d,435,0.5885057471264368,0.3839080459770115,0.027586206896551724,0.14942528735632185,0.4689655172413793,0.3816091954022989,-43.90804597701149,8.50574712643678,35.40229885057472
qwen,explicit_political,republican,Republican,CC25_343a,435,0.7908045977011494,0.18620689655172415,0.022988505747126436,0.13793103448275862,0.45517241379310347,0.4068965517241379,-65.28735632183908,26.89655172413793,38.39080459770115
qwen,explicit_political,republican,Republican,CC25_343b,435,0.7632183908045977,0.167816091954023,0.06896551724137931,0.11954022988505747,0.4114942528735632,0.4689655172413793,-64.36781609195404,24.367816091954023,40.0
qwen,explicit_political,republican,Republican,CC25_343c,435,0.8275862068965517,0.13793103448275862,0.034482758620689655,0.5402298850574713,0.3218390804597701,0.13793103448275862,-28.735632183908045,18.39080459770115,10.344827586206897
qwen,explicit_political,republican,Republican,CC25_326d,435,0.5701149425287356,0.3931034482758621,0.0367816091954023,0.006896551724137931,0.31264367816091954,0.6804597701149425,-56.32183908045977,-8.045977011494255,64.36781609195403
qwen,explicit_political,republican,Republican,CC25_326e,435,0.5402298850574713,0.43448275862068964,0.02528735632183908,0.029885057471264367,0.31264367816091954,0.6574712643678161,-51.03448275862069,-12.18390804597701,63.2183908045977
gemma,explicit_political,republican,Republican,CC25_324,433,0.3117782909930716,0.6836027713625866,0.004618937644341801,0.013856812933025405,0.5311778290993071,0.45496535796766746,-29.792147806004614,-15.242494226327953,45.03464203233257
gemma,explicit_political,republican,Republican,CC25_321a,434,0.16820276497695852,0.6774193548387096,0.1543778801843318,0.0,0.31105990783410137,0.6889400921658986,-16.82027649769585,-36.635944700460826,53.45622119815667
gemma,explicit_political,republican,Republican,CC25_321b,435,0.11264367816091954,0.774712643678161,0.11264367816091954,0.006896551724137931,0.31724137931034485,0.6758620689655173,-10.574712643678161,-45.74712643678161,56.32183908045977
gemma,explicit_political,republican,Republican,CC25_321c,435,0.5103448275862069,0.4850574712643678,0.004597701149425287,0.08505747126436781,0.4206896551724138,0.4942528735632184,-42.52873563218391,-6.436781609195402,48.96551724137931
gemma,explicit_political,republican,Republican,CC25_323a,435,0.728735632183908,0.271264367816092,0.0,0.7586206896551724,0.19080459770114944,0.05057471264367816,2.9885057471264354,-8.045977011494255,5.057471264367816
gemma,explicit_political,republican,Republican,CC25_323b,435,0.5908045977011495,0.38850574712643676,0.020689655172413793,0.041379310344827586,0.22758620689655173,0.7310344827586207,-54.94252873563219,-16.091954022988503,71.03448275862068
gemma,explicit_political,republican,Republican,CC25_323c,435,0.728735632183908,0.271264367816092,0.0,0.15632183908045977,0.3264367816091954,0.5172413793103449,-57.24137931034483,5.517241379310345,51.724137931034484
gemma,explicit_political,republican,Republican,CC25_323d,435,0.8597701149425288,0.14022988505747128,0.0,0.8528735632183908,0.12413793103448276,0.022988505747126436,-0.6896551724137945,-1.609195402298852,2.2988505747126435
gemma,explicit_political,republican,Republican,CC25_321d,435,0.6413793103448275,0.3264367816091954,0.03218390804597701,0.1103448275862069,0.24597701149425288,0.6436781609195402,-53.103448275862064,-8.045977011494255,61.149425287356316
gemma,explicit_political,republican,Republican,CC25_321e,435,0.6045977011494252,0.3793103448275862,0.016091954022988506,0.07816091954022988,0.17011494252873563,0.7517241379310344,-52.643678160919535,-20.919540229885055,73.5632183908046
gemma,explicit_political,republican,Republican,CC25_326a,434,0.4009216589861751,0.5967741935483871,0.002304147465437788,0.027649769585253458,0.32027649769585254,0.652073732718894,-37.327188940092164,-27.64976958525346,64.97695852534562
gemma,explicit_political,republican,Republican,CC25_326b,435,0.7080459770114943,0.2827586206896552,0.009195402298850575,0.08275862068965517,0.13333333333333333,0.7839080459770115,-62.52873563218391,-14.942528735632186,77.47126436781609
gemma,explicit_political,republican,Republican,CC25_326c,435,0.7425287356321839,0.2574712643678161,0.0,0.3264367816091954,0.3471264367816092,0.3264367816091954,-41.60919540229885,8.965517241379311,32.64367816091954
gemma,explicit_political,republican,Republican,CC25_340d,435,0.7011494252873564,0.2620689655172414,0.0367816091954023,0.167816091954023,0.27586206896551724,0.5563218390804597,-53.333333333333336,1.3793103448275834,51.95402298850574
gemma,explicit_political,republican,Republican,CC25_343a,435,0.5655172413793104,0.4,0.034482758620689655,0.19770114942528735,0.39770114942528734,0.4045977011494253,-36.7816091954023,-0.22988505747126853,37.01149425287356
gemma,explicit_political,republican,Republican,CC25_343b,435,0.5609195402298851,0.3103448275862069,0.12873563218390804,0.2045977011494253,0.2367816091954023,0.5586206896551724,-35.63218390804598,-7.35632183908046,42.98850574712644
gemma,explicit_political,republican,Republican,CC25_343c,435,0.5747126436781609,0.23448275862068965,0.19080459770114944,0.3057471264367816,0.31264367816091954,0.3816091954022989,-26.89655172413793,7.816091954022989,19.080459770114942
gemma,explicit_political,republican,Republican,CC25_326d,435,0.34942528735632183,0.4781609195402299,0.1724137931034483,0.006896551724137931,0.19310344827586207,0.8,-34.25287356321839,-28.50574712643678,62.758620689655174
gemma,explicit_political,republican,Republican,CC25_326e,434,0.42626728110599077,0.5230414746543779,0.05069124423963134,0.02534562211981567,0.22811059907834103,0.7465437788018433,-40.09216589861751,-29.493087557603687,69.5852534562212
